Food,Disease,Status,Reason,Biomarker,Curing/Alternative Foods
Tangerine,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tangerine,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tangerine,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tangerine,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tangerine,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tapioca,Diabetes,Avoid,"Refined carb, high GI",Blood Glucose,"Recommended instead: Spelt, Pear, Amaranth"
Tapioca,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tapioca,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tapioca,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tapioca,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tapioca,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Teff,Diabetes,Good,"High in fiber, complex carb",Blood Glucose,This food is recommended for this condition
Teff,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Teff,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Teff,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Teff,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Teff,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Toffee,Diabetes,Avoid,Very high in sugar,Blood Glucose,"Recommended instead: Pear, Amaranth, Quinoa"
Toffee,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Toffee,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Toffee,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Toffee,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Toffee,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tofu,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tofu,Heart Disease,Good,Plant-based protein,LDL,This food is recommended for this condition
Tofu,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tofu,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tofu,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tofu,Thyroid Disorder,Avoid,Is a goitrogen,TSH,"Recommended instead: Milk, Eggs, Yogurt"
Tomato,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tomato,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tomato,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Tomato,Kidney Disease,Avoid,High in potassium,Potassium,Consult nutritionist for alternatives
Tomato,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Tomato,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Triticale,Diabetes,Avoid,"Refined carb, high GI",Blood Glucose,"Recommended instead: Spelt, Barley, Quinoa"
Triticale,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Triticale,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Triticale,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Triticale,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Triticale,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Turnip,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Turnip,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Turnip,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Turnip,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Turnip,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Turnip,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Vegetable oil,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Vegetable oil,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Vegetable oil,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Vegetable oil,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Vegetable oil,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Vegetable oil,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Vinegar,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Vinegar,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Vinegar,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Vinegar,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Vinegar,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Vinegar,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Waffles,Diabetes,Avoid,Very high in sugar,Blood Glucose,"Recommended instead: Spelt, Guava, Quinoa"
Waffles,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Waffles,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Waffles,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Waffles,Obesity,Avoid,"High in calories, fats, and/or sugar",BMI,"Recommended instead: Cucumber, Kale, Bell pepper (Capsicum)"
Waffles,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Walnut,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Walnut,Heart Disease,Good,Rich in healthy fats,LDL,This food is recommended for this condition
Walnut,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Walnut,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Walnut,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Walnut,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Watermelon,Diabetes,Avoid,High in natural sugars,Blood Glucose,"Recommended instead: Buckwheat, Apple, Brown rice"
Watermelon,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Watermelon,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Watermelon,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Watermelon,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Watermelon,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Watermelon seeds,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Watermelon seeds,Heart Disease,Good,Rich in healthy fats,LDL,This food is recommended for this condition
Watermelon seeds,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Watermelon seeds,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Watermelon seeds,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Watermelon seeds,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wheat,Diabetes,Avoid,"Refined carb, high GI",Blood Glucose,"Recommended instead: Oats, Strawberry, Guava"
Wheat,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wheat,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wheat,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wheat,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wheat,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wild rice,Diabetes,Good,"High in fiber, complex carb",Blood Glucose,This food is recommended for this condition
Wild rice,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wild rice,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wild rice,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wild rice,Obesity,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wild rice,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wraps,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wraps,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wraps,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wraps,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Wraps,Obesity,Avoid,"High in calories, fats, and/or sugar",BMI,"Recommended instead: Fennel, Yam, Radish"
Wraps,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Yam,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Yam,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Yam,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Yam,Kidney Disease,Avoid,High in potassium,Potassium,Consult nutritionist for alternatives
Yam,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Yam,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Yogurt,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Yogurt,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Yogurt,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Yogurt,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Yogurt,Obesity,Good,"High protein, aids satiety",BMI,This food is recommended for this condition
Yogurt,Thyroid Disorder,Good,Source of iodine,TSH,This food is recommended for this condition
Zucchini,Diabetes,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Zucchini,Heart Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Zucchini,Hypertension,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Zucchini,Kidney Disease,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
Zucchini,Obesity,Good,"Low calorie, high in nutrients",BMI,This food is recommended for this condition
Zucchini,Thyroid Disorder,Neutral,No direct established impact on this condition,N/A,Consume in moderation as part of a balanced diet
